Sentence,newline_after,newline_before,nwords,numbers,nnumbers,nnouns,nverbs,nunits ,label
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f7812926jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
10 of 46 blueberry cheesecake,2,2,5,1,4,1,1,0,0
elizabeth ricalde,0,2,2,0,0,1,1,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,1,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2f51a7070d4e6f3c5ff736b73c15c6a9b9 2f7512158jpg,2,1,4,1,29,1,1,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 2067 3e 3c/svg 3e,2,0,15,1,26,3,2,0,0
11 of 46 blueberry cheesecake,2,2,5,1,4,1,1,0,0
catherine mackay,0,2,2,0,0,2,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,1,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2f328a73305f312f21730f6efcc841dec1 2f7217155jpg,2,1,4,1,30,1,1,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 2067 3e 3c/svg 3e,2,0,15,1,26,3,2,0,0
12 of 46 blueberry cheesecake,2,2,5,1,4,1,1,0,0
cjc,0,2,1,0,0,1,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,1,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2f7648d8c942296e6140e705867fff3235 2f6638106jpg,2,1,4,1,34,1,1,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
13 of 46 blueberry cheesecake,2,2,5,1,4,1,1,0,0
danielle farina lankowicz,0,2,3,0,0,2,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f5918522jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
14 of 46 blueberry cheesecake,2,2,5,1,4,1,1,0,0
elli,0,2,1,0,0,1,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fpublic,1,1,7,1,4,2,1,0,0
assets ucgmeredithcorpio 2f568590068dbda254767a2727750ab80e 2f5572259jpg,2,1,4,1,33,1,1,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
15 of 46 blueberry cheesecake,2,2,5,1,4,1,1,0,0
emerald,0,2,1,0,0,1,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f5547770jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 2067 3e 3c/svg 3e,2,0,15,1,26,3,2,0,0
16 of 46 blueberry cheesecake,2,2,5,1,4,1,1,0,0
silvia xraygirl diaz,0,2,3,0,0,3,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f5272998jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
17 of 46 blueberry cheesecake,2,2,5,1,4,1,1,0,0
nicky,0,2,1,0,0,0,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f4811221jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
18 of 46 blueberry cheesecake,2,2,5,1,4,1,1,0,0
caroline,0,2,1,0,0,1,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f4515193jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
19 of 46 blueberry cheesecake,2,2,5,1,4,1,1,0,0
shreya,0,2,1,0,0,1,0,0,0
blueberry cheesecake,1,0,2,0,0,2,0,0,0
https //imagesvcmeredithcorpio/v3/mm/image url https 3a 2f 2fimagesmedia,1,1,7,1,4,2,1,0,0
allrecipescom 2fuserphotos 2f4051512jpg,2,1,3,1,9,0,0,0,0
blueberry cheesecake,0,2,2,0,0,2,0,0,0
data image/svg xml 3csvg 20xmlns http //wwww3org/2000/svg 20viewbox 0 200 20100 20100 3e 3c/svg 3e,2,0,15,1,27,3,2,0,0
20 of 46 blueberry cheesecake,2,2,5,1,4,1,1,0,0
aiza ferrer,2,2,2,0,0,2,0,0,0
advertisement,2,2,1,0,0,1,0,0,0
back to content,2,2,3,0,0,1,0,0,0
remove from collections,2,2,3,0,0,1,1,0,0
are you sure,0,2,3,0,0,0,1,0,0
removing from saved items will permanently delete it from all,1,0,10,0,0,1,3,0,0
collections view my collections,2,1,4,0,0,2,1,0,0
cancel remove,2,2,2,0,0,1,1,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
successfully saved,2,2,2,0,0,0,1,0,0
congrats,0,2,1,0,0,1,0,0,0
you saved blueberry cheesecake to your favorites,2,0,7,0,0,2,1,0,0
allrecipes,2,2,1,0,0,1,0,0,0
magazines more,2,2,2,0,0,1,0,0,0
learn more,2,2,2,0,0,0,0,0,0
subscribe this link opens in a new tab,1,2,8,0,0,3,1,0,0
customer service this link opens in a new tab,1,1,9,0,0,4,1,0,0
jobs this link opens in a new tab,1,1,8,0,0,3,1,0,0
advertise this link opens in a new tab,1,1,8,0,0,3,1,0,0
content licensing this link opens in a new tab,1,1,9,0,0,4,1,0,0
apps this link opens in a new tab,1,1,8,0,0,3,1,0,0
sitemap this link opens in a new tab,1,1,8,0,0,3,1,0,0
accolades this link opens in a new tab,2,1,8,0,0,3,1,0,0
connect,2,2,1,0,0,1,0,0,0
follow us,2,2,2,0,0,0,1,0,0
subscribe to our newsletter,2,2,4,0,0,2,0,0,0
meredithallrecipes is part of the meredith food group c copyright 2022,1,2,11,1,4,6,2,0,0
meredith corporationthis link opens in a new tab all rights reserved,1,1,11,0,0,5,2,0,0
privacy policythis link opens in a new tab terms of servicethis link opens in,1,1,14,0,0,7,2,0,0
a new tab ad choicesthis link opens in a new tab california do not sellthis,1,1,15,0,0,6,3,0,0
link opens a modal window web accessibilitythis link opens in a new tab,2,1,13,0,0,7,2,0,0
c copyright 2022 allrecipes all rights reserved printed from,1,2,9,1,4,2,2,0,0
https //wwwallrecipescom 04/14/2022,2,1,3,1,8,1,1,0,0
close,2,2,1,0,0,0,0,0,0
sign in,2,2,2,0,0,1,0,0,0
close this dialog window,2,2,4,0,0,2,0,0,0
view image,2,2,2,0,0,2,0,0,0
blueberry cheesecake,2,2,2,0,0,2,0,0,0
this link is to an external site that may or may not meet accessibility,1,2,14,0,0,3,2,0,0
guidelines,2,1,1,0,0,1,0,0,0
back to content,2,2,3,0,0,1,0,0,0
